UnitID,Name,Color,Cost,Rarity,Type,Tribe,Min_HP,Min_ATK,Min_REC,Max_HP,Max_ATK,Max_REC,MaxLvl,Skill Name,Skill Description,CSkill Name,CSkill Description,Ability 1 Name,Ability 1 Description,Ability 2 Name,Ability 2 Description,Ability 3 Name,Ability 3 Description,Ability 4 Name,Ability 4 Description,Ability 1 Unlock,Ability 2 Unlock,Ability 3 Unlock,Ability 4 Unlock
1014, Isis , Green ,35,5, Stamina Type , Deity Animal ,2867,1211,806,5733,2422,1611,80, Solar Nail , Convert Red Panels to Green + Super boost Green unit DEF and recovers medium HP for 3 turns. , Wind Magic Wand , Ultra damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1015, Holy Revival Deity Isis , Green ,50,6, Stamina Type , Deity Animal ,4586,2055,1522,7845,3516,2604,99, Solar Nail , Red Panels to Green and Blue Panels to Yellow + Ultra boost to Green DEF & recovers medium HP (3 turns) , Wind Magic Wand , Ultra damage to 1 enemy based on own max HP. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Hubble Challenge Power , Boost power of own attacks in the Hubble Challenge. ,  ,  ,  ,  ,1,1,  , 
1016, Hathor , Blue ,20,4, Recovery Type , Deity Animal ,1613,966,1358,3226,1932,2715,60, Heaven's Grace , Massively enhances existing Bombs + Massively boost REC of Animal units for 3 turns. , Alexando Meteo , High damage to 1 enemy + Low boost to REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1017, Benevolent Goddess Hathor , Blue ,30,5, Recovery Type , Deity Animal ,2580,1546,2172,4147,2484,3490,80, Heaven's Grace , Massively enhances existing Bombs + Massively boost REC of Animal units for 3 turns. , Alexando Meteo , High damage to 1 enemy + Low boost to REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1018, Bastet , Yellow ,35,5, Offense Type , Deity Animal ,2279,1914,902,4558,3827,1803,80, Ultra Meowerful Punch! , Convert max 6 Yellow Panels to CP + Super enhances max four existing CP . , Cat Slash Edge , High damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1019, Feline Goddess Bastet , Yellow ,50,6, Offense Type , Deity Animal ,3647,3061,1443,6238,5237,2468,99, Ultra Meowerful Punch! , Randomly convert up to 6 Yellow Panels to C Panels + Randomly ultra enhances 5 existing Crash Panels , Cat Slash Edge , High damage to 1 enemy twice. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1020, Shizuka Gozen , Red ,17,4, Technical Type , Human None ,1301,1076,753,2601,2151,1505,60, Celestial Dance , Convert Green and Junk Panels to Red Panels. , Fire Dance , Medium damage to 1 enemy + Low boost to Red units REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1021, Dancing Princess Shizuka Gozen , Red ,26,5, Technical Type , Human None ,2080,1721,1204,3408,2818,1972,80, Celestial Dance , Convert Green and Junk Panels to Red Panels. , Fire Dance , Medium damage to 1 enemy + Low boost to Red unit REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1022, Nasu no Yoichi , Green ,17,4, Technical Type , Human Samurai ,1489,1071,698,2978,2142,1396,60, Three in the Black , Convert five Yellow Panels to Crash Panels + High boost to Green unit ATK/DEF for 2 turns. , Quick Shot Inner Bull , High damage to 1 enemy + Fixed damage regardless of DEF. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1023,"Eagle-Eyed Aim, Nasu no Yoichi", Green ,26,5, Technical Type , Human Samurai ,2382,1714,1117,3902,2807,1830,80, Three in the Black , Convert five Yellow Panels to Crash Panels + High boost to Green unit ATK/DEF for 2 turns. , Quick Shot Inner Bull , High damage to 1 enemy + Fixed damage regardless of DEF. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1024, Benkei Musashibo , Yellow ,30,5, Offense Type , Human Samurai ,2405,2065,489,4809,4129,977,80, Clergy's Rebellion , Convert 1 panel to Yellow Bomb (L) + Massive boost to Yellow unit ATK/DEF for 1 turn. , Heroic Vibration , High damage to 1 enemy. High effect against Deities. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1025, Ferocious Monk Benkei Musashibo , Yellow ,45,6, Offense Type , Human Samurai ,3847,3303,782,6412,5506,1303,99, Warrior Monk's Frenzy , Convert 1 panel to Yellow Bomb (L) + Massive boost to Yellow unit ATK/DEF for 2 turns. , Heroic Vibration , High damage to 1 enemy. High effect against Deities. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1026, Semimaru , Red ,20,4, Offense Type , Human None ,1628,1567,575,3255,3134,1149,60, Bullet Remix , Convert 4 panels to Red Bombs (S) + Increase Red Panel rate for 1 turn. , Killer Move Fire Bomb , High damage to 1 enemy. High effect against Samurai types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1027, Polyphonic Bullet Semimaru , Red ,30,5, Offense Type , Human None ,2492,2507,919,4005,4029,1477,80, Bullet Beatbox , Convert 8 panels to Red Bombs (S) + Increase Red Panel rate for 1 turn. , Killer Move Fire Bomb , High damage to 1 enemy. High effect against Samurai types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1028, Ushiwakamaru , Green ,35,5, Balanced Type , Human Samurai ,2232,1659,1144,4463,3318,2287,80, Tiger's Baton , Disable Heart Lock + Easy Green CP spawn 2 trn. (ultra effect) + Boost Green ATK (absorb Blue for boost). , Goblin Stance , High damage to 1 enemy. High effect against Samurai types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1029, Tactical Genius Ushiwakamaru , Green ,50,6, Balanced Type , Human Samurai ,3571,2654,1830,6108,4541,3130,99, Tiger's Baton , Disable Heart Lock + Easy Green CP spawn 2 trn. (ultra effect) + Boost Green ATK (absorb Blue for boost). , Kurama's Surprise , High damage to 1 enemy. Ultra effect against Samurai types. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1031, Murasaki Shikibu , Blue ,35,5, Technical Type , Human None ,2311,1431,1108,4621,2862,2216,80, Endless Delusions , Convert 2 random panels to SCP (L) + Add 1 tap to Blue units for 3 turns. , Delusional Trance , Massive damage to 1 enemy + Boost Blue unit ATK for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1032, Colorful Poet Murasaki Shikibu , Blue ,50,6, Technical Type , Human None ,3697,2289,1773,6324,3916,3033,99, Fantastical Worlds , Convert 2 random panels to SCP (L) + Add 2 taps to Blue units for 3 turns. , Wildly Delusional Trance , Ultra damage to 1 enemy + Boost Blue unit ATK for 1 turn. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1033, Sei Shōnagon , Yellow ,35,5, Recovery Type , Human None ,1803,1000,1768,3606,2000,3535,80, Brilliant Flourish , Convert Blue to Hearts + Increase Heart rate 3 trn. + Mass. boost Yellow unit DEF. , Wholesome Lyric , Recover high HP + Low boost to all unit REC for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1034, Blooming Writer Sei Shōnagon , Yellow ,50,6, Recovery Type , Human None ,2884,1600,2828,4934,2738,4838,99, Brilliant Flourish , Convert Blue to Hearts + Increase Heart rate 3 trn. + Mass. boost Yellow unit DEF. , Wholesome Lyric , Recover high HP + Low boost to all unit REC for 2 turns. , Floor Recovery , Recover 20% of total party HP at end of first turn on all floors. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1035, Skulz , Green ,30,5, Stamina Type , Animal Unidentified ,3413,1523,262,6825,3045,524,80, Negative Legacy , Yellow Panels to Green + Green unit Junk Break 1 turn + Reduce enemy damage 10% + Add tap to self 3 turns. , Brain-Dead Bone , High damage to 1 enemy based on own max HP + Recover fixed amount of HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1036, Vengeful Vestige Skulz , Green ,45,6, Stamina Type , Animal Unidentified ,5460,2436,419,9100,4060,699,99, Negative Legacy Bringer , Yellow Panels to Green + Green unit Junk Break 1 turn + Reduce enemy damage 10% + Add tap to self 3 turns. , Brain-Dead Killer Bones , Massive damage to 1 enemy based on own max HP + Recover fixed amount of HP. ,"Barrier: 5,000","Activate 5,000 HP barrier at start of battle. Does not regenerate if destroyed.", Turn-based DEF Boost ,"Boost Green unit DEF by 500 on 1st turn, then after on each 3rd turn.",  ,  ,  ,  ,1,50,  , 
1037, Muse , Yellow ,26,5, Balanced Type , Unidentified None ,2067,1497,1113,4134,2994,2226,80, Melodious Sonic Boom , Convert 2 random panels to Bombs (L). , Harmonic Noise , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1038, Music-loving Goddess Muse , Yellow ,35,6, Balanced Type , Unidentified None ,3307,2395,1781,5439,3939,2929,99, Melodious Sonic Boom , Convert 2 random panels to Bombs (L). , Harmonic Noise , Massive damage to 1 enemy. , Fever ATK Boost , Massive boost to own ATK and REC during Fever. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1039, Dirac , Blue ,40,5, Technical Type , Academic Unidentified ,2273,1614,1263,4545,3228,2525,80, Theory of Dirac's Sea ,"Spawn 1 Blue Color Break Panel + Blue rate mass. boost, chance Blue Panels drop as Blue Bombs 1 trn.", Spatial Spinner , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1040, Electromagnetic Current Dirac , Blue ,55,6, Technical Type , Academic Unidentified ,3636,2582,2020,6363,4519,3534,99, Theory of Dirac's Sea ,"Spawn 1 Blue Color Break Panel + Blue rate mass. boost, chance Blue Panels drop as Blue Bombs 1 trn.", Spatial Spinner - Rotations , Ultra damage to 1 enemy. , Blast Radius Enhance , Enhance bomb blast when in front. , Panel Break 40 HP Recovery ,"When in front, destroying 40 or more panels during turn recovers HP at end of turn.",  ,  ,  ,  ,1,1,  , 
1041, Orihime , Red ,35,5, Offense Type , Deity None ,2280,1972,875,4560,3944,1750,80, Galactic Retribution , No Hearts for 2 turns + Spawn up to 7 Red Bombs + Convert Timers to CP. , Sheliak Rapids , High damage to 1 enemy + Low boost to Red unit ATK for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1042, Princess of Heavens Orihime , Red ,50,6, Offense Type , Deity None ,3648,3155,1400,6240,5397,2394,99, Lunar Punishment , No Hearts for 2 turns + Spawn up to 7 Red Bombs + Convert Timers to CP. , Sulafat Roller , Massive damage to 1 enemy + Low boost to Red unit ATK for 1 turn. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1043, Hikoboshi , Green ,30,5, Technical Type , Deity None ,1983,1458,1136,3966,2915,2272,80, Meteor Triangle , Spawn up to 7 Green Bombs (L) + Chance Heart Bombs drop for 2 turns. , Tarazed Flare , Massive damage to 1 enemy + Medium boost to Green unit REC for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1044, Love Hunter Hikoboshi , Green ,45,6, Technical Type , Deity None ,3458,2526,1818,5764,4210,3029,99, Aquila Triangle , Spawn up to 7 Green Bombs (L) + Chance Heart Bombs drop for 2 turns. , Alshine Wink , Ultra damage to 1 enemy + Medium boost to Green unit REC for 1 turn. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1045, Sea Dweller Schrödinger , Blue ,55,6, Balanced Type , Academic Animal ,3430,2356,1575,6860,4712,3149,99, Feline Summer Sequence , Red Panels to Blue Bombs + Party easy CP spawn 2 trn. (imm. effect) + High reduce Red Panel rate (1 trn.)  , Filled Beach Ball , Ultra damage to 1 enemy + Recover low HP. , Vaccine , Virus ineffective on self. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,1,1,  , 
1046, Cooling Wolf Fenrir , Blue ,30,5, Offense Type , Animal None ,2475,2015,665,4950,4029,1330,80, Midsummer Overflow , Add 1 tap per turn to Blue units for 3 turns + Massive boost to ATK/REC. , Diving Beast , Medium damage to 1 enemy. High effect against Animals. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1047, Wave Riding Euler , Blue ,55,6, Balanced Type , Academic Human ,3560,2385,1836,7119,4770,3672,99, High Tide Grenade , Convert Red/Hearts to Blue Bombs. Blue unit ATK high boost 1 trn. Drop Red as Blue Bombs. Reduce Heart rate. , Dizzy Wave - Splash Edge , High damage to all enemies + Massive damage to 1 enemy. , Blast Radius Enhance , Enhance bomb blast when in front. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.",  ,  ,  ,  ,1,1,  , 
1048, Sand Castle Dragon Quetzalcoatl , Blue ,30,5, Stamina Type , Dragon None ,3827,1485,591,7654,2969,1181,80, Dragon Sandbox! , Massive boost to Blue unit ATK/DEF for 3 turns. , Sunset Sea Breeze , High damage to 1 enemy + Chance to inflict Sleep. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1049, Mysterious Waters Mobius , Blue ,55,6, Balanced Type , Academic Unidentified ,3490,2324,1987,6979,4647,3973,99, Submersible Manifold ,"Convert max 9 panels to CP + Mech, Animal, Unknown, Weapon, Attack type ATK/REC/DEF high boost 1 trn.", Grand Lagoon Topology ,"Attack 1 unit with Red, Green, Blue then Yellow damage + Low HP recovery.", Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Blue Bomb Drop , Chance of dropping Blue Panel as Blue Bomb when in front. ,  ,  ,  ,  ,1,1,  , 
1050, Floating Sea Minister Lucifugus , Blue ,30,5, Balanced Type , Deity None ,2160,1350,1229,4320,2699,2458,80, Wavebreaker Marine Cross , Massive damage to 1 enemy (recovering 15% of damage dealt as HP). , Beastly Tidal Wave , Medium damage to 1 enemy. Effective against Red enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1051, Charming Splash Faraday , Blue ,55,6, Balanced Type , Academic Human ,3646,2310,1665,7292,4620,3330,99, Raging Tropical Pump ,"Convert Red Panels to Blue Bombs + 1 turn chance front unit CP drops, party ATK high boost.", Thousand Waves - Max Flood , Ultra damage to 1 enemy. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Panel Break 30 ATK Boost ,"When in front, destroy 30 panels or more during turn to boost ATK.",  ,  ,  ,  ,1,1,  , 
1052, Swimming Fish Baldr , Blue ,30,5, Recovery Type , Deity None ,1694,1085,1728,3387,2170,3456,80, Summer Promise , Recover HP (absorb Red Panels for high boost) + Massive boost to Blue unit DEF for 3 turns. , Aqua Stroke Judge , Highly effective damage to 1 Mech enemy + Recover high HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1053, Summer Beast Qilin , Red ,30,5, Balanced Type , Deity None ,2117,1419,1206,4234,2837,2411,80, Blistering Vacation Ray ,"Reduce 1 enemy HP 20% + HP low recovery, boost party ATK for 3 turns (absorb Blue Panels for boost).", Thermal Crack - Heat Burn , Massive damage to 1 enemy + Fixed damage to 1 enemy regardless of DEF. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1054, Hot Summer Qilin , Red ,45,6, Balanced Type , Deity None ,3522,2403,2040,5871,4005,3400,99, Blistering Vacation Ray ,"Reduce 1 enemy HP 20% + HP low recovery, boost party ATK for 3 turns (absorb Blue Panels for boost).", Thermal Crack - Heat Burn , Massive damage to 1 enemy + Fixed damage to 1 enemy regardless of DEF. , Vaccine , Virus ineffective on self. , Green Resistance 10% , Weaken attacks from Green enemies 10% on self. ,  ,  ,  ,  ,1,30,  , 
1055, Roaring Flamer Belial , Red ,45,6, Offense Type , Demon None ,3465,2667,1015,6930,5333,2029,99, Heaven's Limit , Ultra Red damage to 1 enemy + Boost to ATK for 3 turns (absorb Green Panels for boost). , Fire Hunt - Wrath , Massive damage to 1 enemy. , Fever Gauge 50% ATK Boost , Boost own ATK when Fever Gauge is at 50% or more. , Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,1,1,  , 
1056, Divine Prophet Ose , Green ,45,6, Offense Type , Demon None ,3049,2690,1056,6098,5380,2112,99, Targeting Finale , Spawn 2 random Special Crash Panel. , Emerald Break Cannon , Ultra damage to 1 enemy. , Blast Reduction Ineffective , Blast Reduction ineffective when in front. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,1,1,  , 
1057, Deceptive Duchess Forneus , Blue ,45,6, Offense Type , Demon None ,3263,2656,1077,6526,5312,2154,99, Terraformed Ocean , Absorb all Red and Yellow Panels for ultra damage to one enemy based on number of panels absorbed. , Absolute Extermination Contract , High damage to 1 enemy + High damage to all enemies. , 12-Panel Chain ATK Boost ,"When in front, chain 12 panels in 1 tap for own ATK boost. (once per turn)", Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,1,1,  , 
1058, Guardian of Hades Izanami , Yellow ,45,6, Offense Type , Deity None ,3277,2543,1067,6554,5086,2133,99, Hades Soul Cannon , Spawn 6 random Crash Panels. , Consistent Bullet Fire , High damage to 1 enemy twice. , Technical/Recovery CP Boost ,"Technical, Recovery types require 1 less panel for Crash Panels.", Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.",  ,  ,  ,  ,1,1,  , 
1059, Pazuzu , Green ,17,4, Balanced Type , Deity Animal ,1420,983,910,2840,1965,1819,60, Nascent Tornado , Convert Timer Panels to Green Panels + Disables enemy unit DEF for 1 turn. , Innocent Rapid Fire , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1060, Scorching Wind Devil Pazuzu , Green ,26,5, Balanced Type , Deity Animal ,2272,1572,1455,3721,2575,2384,80, Nascent Turbulence , Convert Timer Panels to Green Panels + Disables enemy unit DEF for 1 turn. , Irresponsible Auto Fire , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1061, Humbaba , Yellow ,17,4, Stamina Type , Animal Mech ,2370,962,554,4739,1923,1107,60, Search and Smash , Convert Junk Panels to Yellow Panels + Massive boost to Yellow unit ATK for 2 turns. , Clashing Great Horn , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1062, Unstoppable Savage Humbaba , Yellow ,26,5, Stamina Type , Animal Mech ,3791,1538,886,6210,2519,1451,80, Search and Destroy , Convert Junk Panels to Yellow Panels + Massive boost to Yellow unit ATK for 3 turns. , Clashing Great Horn , Medium damage to 1 enemy twice. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1063, Tiamat , Blue ,30,5, Technical Type , Deity Dragon ,2139,1543,1106,4277,3085,2212,80, Dragon's Eye ,"Blue and Green unit ATK mass. boost 3 trn. + Convert Red Panels to Green, Yellow to Blue.", Terrible Water , High damage to 1 enemy. Mass. effect against Unidentified types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1064, Splashing Chaos Tiamat , Blue ,45,6, Technical Type , Deity Dragon ,3421,2468,1770,5702,4113,2950,99, Dragon's Grin ,"Blue and Green unit ATK mass. boost 3 trn. + Convert Red Panels to Green, Yellow to Blue.", Terrible Water , High damage to 1 enemy. Ultra effect against Unidentified types. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,30,  ,  , 
1065, Gilgamesh , Red ,35,5, Offense Type , Deity Human ,2349,2012,764,4697,4023,1527,80, Forced Stalemate ,"Convert random panels to 1 SCP (XL), 1 SCP (L), 4 CP (L).", King's Command , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1066, Rowdy Lion Gilgamesh , Red ,50,6, Offense Type , Deity Human ,3757,3218,1222,6427,5504,2090,99, Smothering Checkmate ,"Convert random panels to 1 SCP (XL), 1 SCP (L), 4 CP (L).", King's Command , Massive damage to 1 enemy. , Vaccine , Virus ineffective on self. , 12-Panel Chain ATK Boost ,"When in front, chain 12 panels in 1 tap for own ATK boost. (once per turn)",  ,  ,  ,  ,1,15,  , 
1067, Usumgallu , Red ,20,4, Balanced Type , Dragon Animal ,2013,1178,804,4025,2356,1608,60, Luminous Dragon's Fang , Convert Yellow Panels to Heart Bombs + Ultra boost to Dragon ATK for 2 turns. , 11 Hearts , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1068, Motherly Dragon Usumgallu , Red ,30,5, Balanced Type , Dragon Animal ,3220,1885,1286,5175,3029,2067,80, Raging Dragon's Fang , Convert Yellow Panels to Heart Bombs + Ultra boost to Dragon ATK for 2 turns. , 11 Souls Racing , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1069, Ishtar , Green ,35,5, Technical Type , Deity None ,2365,1603,1167,4730,3205,2333,80, Violet Venus , Reduce 1 enemy HP by 30% + Convert Hearts to Green Panels. , Stepwise Ziggurat , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1070, False Lover Ishtar , Green ,50,6, Technical Type , Deity None ,3784,2564,1866,6473,4386,3192,99, Variable Venus , Reduce 1 enemy HP by 30% + Convert Timer Panels to Green Bombs + Convert Damage Panels to Yellow Panels. , Ascending Ziggurat , Ultra damage to 1 enemy. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1072, Enkidu , Blue ,38,5, Offense Type , Human Animal ,2421,1975,823,4841,3949,1645,80, Bisecting Tear ,"Convert Hearts to Blue + 1 trn., boost Blue unit ATK (absorb Yellow for ultra effect), no Yellow Panels.", Legend of Ninurta - Sword Axe , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1073, Silent Warrior Enkidu , Blue ,53,6, Offense Type , Human Animal ,3873,3159,1316,6777,5528,2303,99, Hunting Tear ,"Convert Hearts to Blue + 1 trn., boost Blue unit ATK (absorb Yellow for ultra effect), no Yellow Panels.", Legend of Ninurta - Sword Axe , Massive damage to 1 enemy. , Blast Radius Enhance , Enhance bomb blast when in front. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1074, Marduk , Yellow ,35,5, Technical Type , Deity None ,2279,1468,1346,4558,2936,2691,80, Judicial Feathers ,"For 2 turns, Ultra boost to Yellow unit ATK/REC + Absorb Blue and Junk Panels, high recovery to HP.", Compulsory Magnetic Ball ,"Ultra damage to 1 enemy + For 1 turn, boost to Yellow unit DEF.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1075, King of Virtual Tower Marduk , Yellow ,50,6, Technical Type , Deity None ,3647,2349,2153,6238,4018,3683,99, Judicial Wings ,"For 2 turns, Ultra boost to Yellow unit ATK/REC + Absorb Blue and Junk Panels, high recovery to HP.", Compulsory Magnetic Ball ,"Ultra damage to 1 enemy + For 1 turn, boost to Yellow unit DEF.", Junk Break , Can destroy Junk Panels when in front. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1076, Pareto , Green ,40,5, Balanced Type , Academic Unidentified ,2474,1529,1288,4947,3058,2575,80, Twirl of Bliss ,"Convert Junk, Blue Panels to Green Bombs + For 2 turns, participates in attacks even when not in front.", Parade of Felice , Ultra damage to 1 enemy + Low REC boost for 2 turns. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1077, Iridescent Principals Pareto , Green ,55,6, Balanced Type , Academic Unidentified ,3463,2264,1803,6926,4528,3605,99, Twirl of Bliss ,"Convert Junk, Blue Panels to Green Bombs + For 2 turns, participates in attacks even when not in front.", Parade of Felice , Ultra damage to 1 enemy + Low REC boost for 2 turns. , Vaccine , Virus ineffective on self. , VS Unidentified Damage Boost , Boost strength of all attacks when unit attacks Unidentified tribe. ,  ,  ,  ,  ,1,1,  , 
1078, Ensemble of Logic Pareto , Green ,55,6, Balanced Type , Academic Fantasy ,3117,2441,1841,6234,4882,3682,99, Twirl of Bliss Redux ,"Red, Junk to Green Bombs + Cure Virus + Easy CP spawn (mass.) 1 trn + Green rate mass., Yellow rate high boost 2 trn.", Encore of Benessere , Ultra damage to 1 enemy + High HP recovery + Low REC boost for party for 1 turn. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Attack Linkup ,"Participate in normal attacks for the 1st and each 7th turn, even when not in front.",  ,  ,  ,  ,1,1,  , 
1079, Fire Anniversary Duck , Red ,99,6, Enhance Mat. , Unidentified None ,400,400,400,400,400,400,1, One Year Anniversary! Thanks! , Use this as enhancing material to gain one million EXP or sell it for one million Bits! , A big thanks! ,"No effect, but thanks for supporting us for a year!",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1080, Forest Anniversary Duck , Green ,99,6, Enhance Mat. , Unidentified None ,400,400,400,400,400,400,1, One Year Anniversary! Thanks! , Use this as enhancing material to gain one million EXP or sell it for one million Bits! , A big thanks! ,"No effect, but thanks for supporting us for a year!",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1081, Aqua Anniversary Duck , Blue ,99,6, Enhance Mat. , Unidentified None ,400,400,400,400,400,400,1, One Year Anniversary! Thanks! , Use this as enhancing material to gain one million EXP or sell it for one million Bits! , A big thanks! ,"No effect, but thanks for supporting us for a year!",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1082, Thunder Anniversary Duck , Yellow ,99,6, Enhance Mat. , Unidentified None ,400,400,400,400,400,400,1, One Year Anniversary! Thanks! , Use this as enhancing material to gain one million EXP or sell it for one million Bits! , A big thanks! ,"No effect, but thanks for supporting us for a year!",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1083, Magician , Yellow ,40,5, Technical Type , Deity Unidentified ,2181,1725,754,4361,3449,1507,80, Solo Magic ,"All panels to Green, exc. Hearts, Yellow, Crash and Bomb + 3 turns: Yellow ATK massive boost & no Blue Panels", Traps and Opportunities , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1084,"Magician, Serendipitous Conjurer", Yellow ,55,6, Technical Type , Deity Unidentified ,3610,2759,1205,6318,4829,2109,99, Improvised Illusion ,"All panels to Green, exc. Hearts, Yellow, Crash and Bomb + 3 turns: Yellow ATK massive boost & no Blue Panels", Chances Aplenty , Massive damage to 1 enemy + Fixed damage to 1 enemy regardless of DEF. ,"Barrier: 8,000","Activate 8,000 HP barrier at start of battle. Does not regenerate if destroyed.", Fever Intensity , Massive boost to own ATK/REC during Fever. ,  ,  ,  ,  ,1,1,  , 
1085, Lemaitre , Green ,40,5, Technical Type , Academic None ,2190,1647,788,4379,3294,1575,80, Big Bang STG , Convert Hearts to Crash Panels + High boost to Green Panel rate for 1 turn. , Atomic Homing Missile , Damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1086, Universal Theorist Lemaitre , Green ,55,6, Technical Type , Academic None ,3503,2635,1260,6130,4612,2205,99, Big Bang STG: Semi-Auto , Convert Hearts to Crash Panels + Ultra boost to Green Panel rate for 1 turn. , Atomic Homing Missile V2 , High damage to 1 enemy. , 14-Panel Chain ATK Boost ,"When in front, chain 14 panels in 1 tap for own ATK boost. (once per turn)", Hubble Challenge Ultimate Power , Ultimate power boost to own attacks in the Hubble Challenge. ,  ,  ,  ,  ,1,1,  , 
